Nom SAQ,Nom LCBO,Prix SAQ,Prix LCBO,Différence,Pourc,Volume SAQ,Volume LCBO,Type SAQ,Type LCBO,Catégorie,image SAQ,image LCBO
14 Hands Hot to Trot Red Blend 2012,14 Hands Hot to Trot Red Blend,"17,35","15,95","1,4","8,8%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12245611-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/226522/images/full.jpeg
1800 Silver,1800 Silver Tequila,"39,5","36,95","2,55","6,9%",750,750,Téquila,Tequila,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11870407-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/227678/images/full.jpeg
6th Sense Syrah 2012,Michael David 6Th Sense Syrah 2012,"24,25","24,95","-0,7","-2,8%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11409371-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/394395/images/full.jpeg
A to Z Chardonnay 2013,A to Z Chardonnay 2013,"23,95","20,95",3,"14,3%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11399678-1?&scl=1,
A to Z Pinot Noir 2012,A to Z Wineworks Pinot Noir 2012,"28,9","24,95","3,95","15,8%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11334073-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/229781/images/full.jpeg
Aberfeldy 12,Aberfeldy 12 Year Old,50,"59,95","-9,95","-16,6%",750,750,Whisky écossais,Whisky/Whiskey,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/12206461-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/255281/images/full.jpeg
Absolut,Absolut Vodka,"14,25","14,75","-0,5","-3,4%",375,375,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00265199-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/265199/images/full.jpeg
Absolut,Absolut Vodka,25,"26,95","-1,95","-7,2%",750,750,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00110056-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/110056/images/full.jpeg
Absolut,Absolut Vodka,"37,25","39,75","-2,5","-6,3%",1140,1140,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11401133-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/209221/images/full.jpeg
Absolut,Absolut Vodka,"53,75","59,75",-6,"-10,0%",1750,1750,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00183251-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/216655/images/full.jpeg
Absolut Apeach Vodka,Absolut Apeach Vodka,"26,3","26,95","-0,65","-2,4%",750,750,Vodka aromatisée (pêche),Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/12206604-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/604348/images/full.jpeg
Absolut Citron,Absolut Citron Vodka,"26,3","26,95","-0,65","-2,4%",750,750,Vodka aromatisée (citron),Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00257238-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/257238/images/full.jpeg
Absolut Five,Absolut Five Flavour Gift Pack,"17,6","17,95","-0,35","-1,9%",250,250,Vodka aromatisée,Gift and Sampler Packs,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/10886132-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/49262/images/full.jpeg
Absolut Hibiskus,Absolut Hibiskus Vodka,"26,25","26,95","-0,7","-2,6%",750,750,Vodka aromatisée (pomme gren...,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/12211251-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/363010/images/full.jpeg
Absolut Mandrin,Absolut Mandrin Vodka,"26,3","26,95","-0,65","-2,4%",750,750,Vodka aromatisée (mandarine),Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00550749-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/550749/images/full.jpeg
Absolut Raspberri,Absolut Raspberri Vodka,"26,3","26,95","-0,65","-2,4%",750,750,Vodka aromatisée (framboise),Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11949406-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/602763/images/full.jpeg
Absolut Warhol Limited Edition Vodka,Absolut Warhol Limited Edition Bottle,25,"26,9","-1,9","-7,1%",750,750,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/12127033-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/387068/images/full.jpeg
Achaval Ferrer Finca Mirador 2011,Achaval Ferrer Finca Mirador 2011,"107,25",109,"-1,75","-1,6%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12032659-1?&scl=1,
Akarua Pinot Noir 2012,Akarua Rua Pinot Noir 2012,36,"24,95","11,05","44,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10947960-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/295592/images/full.jpeg
Akarua Pinot Noir 2012,Akarua Pinot Noir 2012,36,"37,95","-1,95","-5,1%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10947960-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/79541/images/full.jpeg
Akarua Pinot Noir 2012,Akarua Rua Pinot Noir 2012,36,"24,95","11,05","44,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10947960-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/79541/images/full.jpeg
Alamos Viognier 2013,Alamos Viognier 2013,"16,25","13,95","2,3","16,5%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10692418-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/507830/images/full.jpeg
Albert Bichot Bourgogne Pinot Noir,Albert Bichot Bourgogne Pinot Noir,"18,4","16,95","1,45","8,6%",750,750,Vin rosé,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11445566-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/166959/images/full.jpeg
Alion 2009,Alión 2009,82,"89,95","-7,95","-8,8%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11174305-1?&scl=1,
Alizé Bleu,Alize Bleu Passion Liquor,"24,2","25,85","-1,65","-6,4%",750,750,Boisson alcoolisée (fruit de...,Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11573883-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/338061/images/full.jpeg
Alizé Gold Passion,Alize Gold Passion Liquor,"24,2","25,95","-1,75","-6,7%",750,750,Boisson à base de vodka et d...,Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/12028262-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/338079/images/full.jpeg
Allegrini Palazzo della Torre 2011,Allegrini Palazzo Della Torre 2011,"26,25","24,95","1,3","5,2%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00907477-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/672931/images/full.jpeg
Alpha Estate Sauvignon Blanc 2012,Alpha Estate Sauvignon Blanc 2012,"21,55","17,25","4,3","24,9%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12178949-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/368464/images/full.jpeg
Alvarinho Deu La Deu 2013,Deu La Deu Alvarinho Vinho Verde 2013,"20,85","19,95","0,9","4,5%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00927996-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/40642/images/full.jpeg
Amarula,Amarula Cream,"15,4",15,"0,4","2,7%",375,375,Boisson à la crème (marula),Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00410829-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/210740/images/full.jpeg
Amarula,Amarula Cream,"28,3","27,95","0,35","1,3%",750,750,Boisson à la crème (marula),Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00342246-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/342246/images/full.jpeg
Amarula,Amarula Cream,"38,75","37,95","0,8","2,1%",1140,1140,Boisson à la crème (marula),Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00574582-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/605857/images/full.jpeg
Amrut Fusion Whisky Single Malt,Amrut Fusion Single Malt Whisky,68,"78,2","-10,2","-13,0%",700,700,Whisky,Whisky/Whiskey,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11612459-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/220756/images/full.jpeg
Anselmi San Vincenzo,Anselmi San Vincenzo,"17,4","16,95","0,45","2,7%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00585422-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/948158/images/full.jpeg
Aperol,Aperol,"20,25","25,95","-5,7","-22,0%",750,750,Apéritif à base de gentiane,Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11639070-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/176834/images/full.jpeg
Apothic Red,Apothic Red,"16,8","16,14","0,66","4,1%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11315497-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/234369/images/full.jpeg
Appleton Estate Reserve,Appleton Estate Reserve,"31,5","31,95","-0,45","-1,4%",750,750,Rhum ambré,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/10285708-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/200436/images/full.jpeg
Argyros Assyrtiko 2013,Argyros Assyrtiko 2013,"21,95","19,95",2,"10,0%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11639344-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/387365/images/full.jpeg
Arrowood Réserve Spéciale Cabernet-Sauvignon 2009,Arrowood Réserve Spéciale Cabernet Sauvignon 2009,"106,75",100,"6,75","6,8%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12457251-1?&scl=1,
Asahi Super Dry,Asahi Super Dry,"3,25","2,4","0,85","35,4%",500,500,Bière blonde de type Lager,Lager,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00572313-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/572313/images/full.jpeg
Astica Merlot / Malbec,Trapiche Astica Merlot / Malbec,"9,85","7,95","1,9","23,9%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00637876-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/359075/images/full.jpeg
Attems Pinot Grigio 2013,Attems Pinot Grigio 2013,"21,25","19,95","1,3","6,5%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11472409-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/707950/images/full.jpeg
Aurelio Settimo Barolo 2006,Aurelio Settimo Rocche Barolo 2006,"42,5","52,95","-10,45","-19,7%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11039269-1?&scl=1,
Aveleda,Aveleda Vinho Verde,"11,85","9,94","1,91","19,2%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00005322-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/5322/images/full.jpeg
Aveleda,Quinta Da Aveleda Vinho Verde,"11,85","10,95","0,9","8,2%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00005322-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/5322/images/full.jpeg
Avión Silver,Avión Silver Tequila,68,"69,95","-1,95","-2,8%",750,750,Téquila,Tequila,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11674300-1?&scl=1,
Avión Silver,Avión Silver Tequila,68,"69,95","-1,95","-2,8%",750,750,Téquila,Tequila,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11674300-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/330555/images/full.jpeg
Avondale Cyclus 2010,Avondale Cyclus 2010,"29,45","17,75","11,7","65,9%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11855442-1?&scl=1,
"Azelia, Barolo 2009",Azelia Barolo 2009,"48,5","43,95","4,55","10,4%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11858053-1?&scl=1,
Bacardi 151,Bacardi 151 Overproof Rum,"40,25","44,95","-4,7","-10,5%",750,750,Rhum ambré,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/10506873-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/125906/images/full.jpeg
Bacardi Black,Bacardi Black Rum,"23,2","26,45","-3,25","-12,3%",750,750,Rhum brun,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/10831027-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/112433/images/full.jpeg
Bacardi Gold,Bacardi Gold Rum,"12,9","14,75","-1,85","-12,5%",375,375,Rhum ambré,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00002808-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/2808/images/full.jpeg
Bacardi Gold,Bacardi Gold Rum,"24,25","26,95","-2,7","-10,0%",750,750,Rhum ambré,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00001206-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/1206/images/full.jpeg
Bacardi Gold,Bacardi Gold Rum,"34,75","39,25","-4,5","-11,5%",1140,1140,Rhum ambré,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11685720-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/216812/images/full.jpeg
Bacardi Limon,Bacardi Limòn,"24,3","26,45","-2,15","-8,1%",750,750,Rhum aromatisé (citron),Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00398552-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/398552/images/full.jpeg
Bacardi Oakheart,Bacardi Oakheart Spiced Rum,"26,2","28,95","-2,75","-9,5%",750,750,Rhum épicé,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11676815-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/364570/images/full.jpeg
Bacardi Oakheart,Bacardi Oakheart Spiced Rum,"39,25","39,95","-0,7","-1,8%",1140,1140,Rhum épicé,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/12274720-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/366559/images/full.jpeg
Bacardi Superior,Bacardi Superior Rum,"7,35","8,44","-1,09","-12,9%",200,200,Rhum blanc,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00271338-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/271338/images/full.jpeg
Bacardi Superior,Bacardi Superior Rum,"13,45","14,55","-1,1","-7,6%",375,375,Rhum blanc,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00000596-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/596/images/full.jpeg
Bacardi Superior,Bacardi Superior Rum,"22,45","26,45",-4,"-15,1%",750,750,Rhum blanc,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00000117-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/117/images/full.jpeg
Bacardi Superior,Bacardi Superior,"32,25","38,15","-5,9","-15,5%",1140,1140,Rhum blanc,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11649147-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/216838/images/full.jpeg
Bacardi Superior,Bacardi Superior Rum,"49,75","58,25","-8,5","-14,6%",1750,1750,Rhum blanc,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00045898-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/45898/images/full.jpeg
Bacardi Superior,Bacardi Superior Rum,130,"109,95","20,05","18,2%",3000,3000,Rhum blanc,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11034564-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/179283/images/full.jpeg
Bachelder Chardonnay Oregon 2012,Bachelder Johnson Single Vineyard Chardonnay 2012,"30,75","45,95","-15,2","-33,1%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11845359-1?&scl=1,
Badia a Coltibuono Chianti-Classico 2010,Badia a Coltibuono Chianti Classico 2010,"28,55","23,95","4,6","19,2%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10985931-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/295964/images/full.jpeg
Baigorri Crianza 2009,Baigorri Crianza 2009,"23,8","23,95","-0,15","-0,6%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11896105-1?&scl=1,
Baileys Biscotti,Bailey's Biscotti Flavour,"30,25","29,95","0,3","1,0%",750,750,Boisson à la crème (biscotti...,Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11685201-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/285262/images/full.jpeg
Baileys L'Original,Bailey's Original Irish Cream,"17,65","17,95","-0,3","-1,7%",375,375,Boisson à la crème (crème ir...,Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00074393-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/74393/images/full.jpeg
Baileys L'Original,Bailey's Original Irish Cream,"61,5","59,95","1,55","2,6%",1750,1750,Boisson à la crème (crème ir...,Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00193490-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/193490/images/full.jpeg
Ballantine's Scotch Blended,Ballantine's Finest Blended Malt Scotch Whisky,"36,5","38,95","-2,45","-6,3%",1140,1140,Whisky écossais,Whisky/Whiskey,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11405661-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/207662/images/full.jpeg
Baltika 7,Baltika 7,"3,1","2,7","0,4","14,8%",500,500,Bière blonde de type Lager,Lager,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11450824-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/223768/images/full.jpeg
Barbancourt ***,Barbancourt 3 Stars 4 YO Dark Rhum,"33,25","25,95","7,3","28,1%",750,750,Rhum agricole,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11459722-1?&scl=1,
Barcelo Gran Anejo,Ron Barcelo Gran Anejo,"28,85","27,65","1,2","4,3%",750,750,Rhum ambré,Rum,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11202361-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/366690/images/full.jpeg
Barefoot Chardonnay,Barefoot Chardonnay,11,"9,94","1,06","10,7%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12518923-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/97121/images/full.jpeg
Barefoot Moscato,Barefoot Moscato,"10,75","9,94","0,81","8,1%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11689131-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/234351/images/full.jpeg
Barefoot Pinot Grigio,Barefoot Pinot Grigio,11,"9,94","1,06","10,7%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10915010-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/53983/images/full.jpeg
Barefoot Shiraz,Barefoot Shiraz,11,"6,95","4,05","58,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10915036-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/54015/images/full.jpeg
Baron de Ley Gran Reserva 2008,Baron de Ley Gran Reserva 2008,33,"29,95","3,05","10,2%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00738997-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/642496/images/full.jpeg
Baron Herzog White Zinfandel,Baron Herzog White Zinfandel Kpm,"14,9","13,05","1,85","14,2%",750,750,Vin rosé,Rosé Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10348334-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/891671/images/full.jpeg
Barons de Rothschild,Barons de Rothschild Brut Champagne,"71,5","67,95","3,55","5,2%",750,750,Champagne,Champagne,Vin,http://s7d9.scene7.com/is/image/SAQ/11343551-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/263715/images/full.jpeg
Bartenura Prosecco,Bartenura Brut Prosecco Kp M,"21,55","21,25","0,3","1,4%",750,750,Vin mousseux,Sparkling Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11034530-1?&scl=1,
Basil Hayden's Kentucky Bourbon,Basil Hayden Kentucky Bourbon,"50,25","51,95","-1,7","-3,3%",750,750,Whiskey américain,Whisky/Whiskey,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/10331516-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/326025/images/full.jpeg
Beefeater,Beefeater London Dry Gin,"13,25","14,95","-1,7","-11,4%",375,375,Dry gin,Gin,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00007369-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/7369/images/full.jpeg
Beefeater,Beefeater London Dry Gin,"22,8","26,7","-3,9","-14,6%",750,750,Dry gin,Gin,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00000570-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/570/images/full.jpeg
Beefeater,Beefeater London Dry Gin,"33,75","38,15","-4,4","-11,5%",1140,1140,Dry gin,Gin,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11405679-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/209213/images/full.jpeg
Beefeater,Beefeater London Dry Gin,"50,25","58,95","-8,7","-14,8%",1750,1750,Dry gin,Gin,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00056622-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/56622/images/full.jpeg
Belvedere,Belvedere Vodka,"46,25","49,95","-3,7","-7,4%",750,750,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00437772-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/437772/images/full.jpeg
Belvedere,Belvedere Pure Vodka,109,"109,95","-0,95","-0,9%",1750,1750,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11544257-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/259432/images/full.jpeg
Benjamin Bridge Nova 7 2013,Benjamin Bridge Nova 7 2013,"24,95","24,95",0,"0,0%",750,750,Vin mousseux,Sparkling Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12133986-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/256289/images/full.jpeg
Bera Moscato D'Asti 2011,Bera Moscato D'Asti 2011,"19,2","13,95","5,25","37,6%",750,750,Vin mousseux,Sparkling Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11943830-1?&scl=1,
Beringer California Collection Cabernet-Sauvignon,Beringer California Collection Cabernet Sauvignon,"12,5","9,94","2,56","25,8%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11133132-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/113001/images/full.jpeg
Beringer California Collection Pinot Grigio,Beringer California Collection Pinot Grigio,"12,5","9,94","2,56","25,8%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11133124-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/112995/images/full.jpeg
Beringer Founders Estate Cab.-Sauvignon,Beringer Founders' Estate Cabernet Sauvignon,20,"17,95","2,05","11,4%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12383264-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/534263/images/full.jpeg
Beringer Private Reserve Cabernet-Sauvignon 2010,Beringer Private Reserve Cabernet Sauvignon 2010,"121,25","149,94","-28,69","-19,1%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12485092-1?&scl=1,
Beringer Private Reserve Chardonnay 2012,Beringer Private Reserve Chardonnay 2012,"45,5","44,95","0,55","1,2%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00393926-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/26682/images/full.jpeg
Beringer White Zinfandel,Beringer White Zinfandel,"15,75","9,94","5,81","58,5%",750,750,Vin mousseux rosé,Rosé Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10802867-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/239756/images/full.jpeg
Beronia Gran Reserva 2007,Beronia Gran Reserva 2007,"38,25","39,95","-1,7","-4,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11688550-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/940965/images/full.jpeg
Big House Cardinal Zin,Big House Cardinal Zin,"14,95","12,95",2,"15,4%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10253351-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/272401/images/full.jpeg
Big House Red,Big House Red,"14,95","12,95",2,"15,4%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00308999-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/178632/images/full.jpeg
Big Peat blended malt Islay,Big Peat Islay Blended Malt,"85,75","96,95","-11,2","-11,6%",700,700,Whisky écossais,Whisky/Whiskey,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11310776-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/186825/images/full.jpeg
